9.460000e+08	  3	  3000	   891	1.226639408646868e-03	4.216965034285815e+02	7.384268976747872e+01
9.461000e+08	  3	  3000	   452	1.343092070380554e-03	4.216965034285815e+02	7.389543260808324e+01
9.462000e+08	  3	  3000	   655	2.116596769927231e-03	4.216965034285815e+02	7.394821035661454e+01
9.463000e+08	  3	  3000	  2141	1.553797589308603e-03	4.216965034285815e+02	7.400093462154355e+01
9.464000e+08	  3	  3000	  1440	2.055375214240938e-03	4.216965034285815e+02	7.405358930070035e+01
9.465000e+08	  3	  3000	  1247	1.370306805527502e-03	4.216965034285815e+02	7.410494129826374e+01
9.466000e+08	  3	  3000	  1959	2.071909015468516e-03	4.216965034285815e+02	7.415740334923174e+01
9.467000e+08	  3	  3000	  2838	1.175823635233245e-03	4.216965034285815e+02	7.420995770419516e+01
9.468000e+08	  3	  3000	  2187	2.288717916763894e-03	4.216965034285815e+02	7.426213853580371e+01
9.469000e+08	  3	  3000	  2505	1.484205927782989e-03	4.216965034285815e+02	7.431480495158179e+01
9.470000e+08	  3	  3000	  1640	1.803121394352675e-03	4.216965034285815e+02	7.436758812896180e+01
9.471000e+08	  3	  3000	  1009	1.554470372538728e-03	4.216965034285815e+02	7.442052054364875e+01
9.472000e+08	  3	  3000	  1354	1.627149368505518e-03	4.216965034285815e+02	7.447343878075135e+01
9.473000e+08	  3	  3000	   723	1.368137529249059e-03	4.216965034285815e+02	7.452636967558590e+01
9.474000e+08	  3	  3000	   140	1.778602218506855e-03	4.216965034285815e+02	7.457924432483250e+01
9.475000e+08	  3	  3000	  1291	1.496276654099421e-03	4.216965034285815e+02	7.463219258253289e+01
9.476000e+08	  3	  3000	  2478	1.858544809435862e-03	4.216965034285815e+02	7.468488419573538e+01
9.477000e+08	  3	  3000	  2651	1.195645036069912e-03	4.216965034285815e+02	7.473762867041273e+01
9.478000e+08	  3	  3000	  2871	2.205180724751211e-03	4.216965034285815e+02	7.479037008189664e+01
9.479000e+08	  3	  3000	    16	2.125126268593492e-03	4.216965034285815e+02	7.484312514622567e+01
9.480000e+08	  3	  3000	  2675	2.163359863262436e-03	4.216965034285815e+02	7.489580965529812e+01
9.481000e+08	  3	  3000	  1955	1.223424203798998e-03	4.216965034285815e+02	7.494845589067549e+01
9.482000e+08	  3	  3000	  2855	1.439900833667292e-03	4.216965034285815e+02	7.500104722690114e+01
9.483000e+08	  3	  3000	   101	1.009545641105388e-03	4.216965034285815e+02	7.505360895129486e+01
9.484000e+08	  3	  3000	  2523	1.743777026653467e-03	4.216965034285815e+02	7.510616907625781e+01
9.485000e+08	  3	  3000	  2797	1.698125072078470e-03	4.216965034285815e+02	7.515865545165052e+01
9.486000e+08	  3	  3000	  1867	2.034760818081138e-03	4.216965034285815e+02	7.521146318345004e+01
9.487000e+08	  3	  3000	   740	1.340845304740898e-03	4.216965034285815e+02	7.526434595753501e+01
9.488000e+08	  3	  3000	  2493	1.920663221461692e-03	4.216965034285815e+02	7.531721380399100e+01
9.489000e+08	  3	  3000	  1991	1.941992914335148e-03	4.216965034285815e+02	7.537012182228084e+01
9.490000e+08	  3	  3000	  1822	1.147842460423666e-03	4.216965034285815e+02	7.542306631066485e+01
9.491000e+08	  3	  3000	    74	1.418110853718033e-03	4.216965034285815e+02	7.547600364363200e+01
9.492000e+08	  3	  3000	   204	1.807331748755010e-03	4.216965034285815e+02	7.552810732051896e+01
9.493000e+08	  3	  3000	  1862	1.352741414408045e-03	4.216965034285815e+02	7.558091014099521e+01
9.494000e+08	  3	  3000	  1600	1.516976937074516e-03	4.216965034285815e+02	7.563364619693124e+01
9.495000e+08	  3	  3000	   533	1.046650412345432e-03	4.216965034285815e+02	7.568627181206868e+01
9.496000e+08	  3	  3000	  2408	1.130002736535464e-03	4.216965034285815e+02	7.573870193252138e+01
9.497000e+08	  3	  3000	  1480	1.020796605383233e-03	4.216965034285815e+02	7.578931457761573e+01
9.498000e+08	  3	  3000	  1930	1.817965724441502e-03	4.216965034285815e+02	7.584014959085449e+01
9.499000e+08	  3	  3000	  2453	1.479727815401161e-03	4.216965034285815e+02	7.589236983239095e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.500000e+08	  3	  3000	  2172	2.175816527863676e-03	4.216965034285815e+02	7.594508229839769e+01
9.501000e+08	  3	  3000	  1954	1.631367856836136e-03	4.216965034285815e+02	7.599797896508569e+01
9.502000e+08	  3	  3000	   507	1.728573173684834e-03	4.216965034285815e+02	7.605086491826526e+01
9.503000e+08	  3	  3000	  1432	1.374887984366372e-03	4.216965034285815e+02	7.610359707380699e+01
9.504000e+08	  3	  3000	  1939	1.815190328668231e-03	4.216965034285815e+02	7.615630762868200e+01
9.505000e+08	  3	  3000	   779	1.208648288481581e-03	4.216965034285815e+02	7.620916065918358e+01
9.506000e+08	  3	  3000	  1137	1.220341919861952e-03	4.216965034285815e+02	7.626212608136102e+01
9.507000e+08	  3	  3000	  2615	1.151370500020355e-03	4.216965034285815e+02	7.631504168859155e+01
9.508000e+08	  3	  3000	  1757	1.505479715397166e-03	4.216965034285815e+02	7.636787585992346e+01
9.509000e+08	  3	  3000	  2056	1.515154705228136e-03	4.216965034285815e+02	7.642063073831902e+01
9.510000e+08	  3	  3000	  2958	1.240947077557075e-03	4.216965034285815e+02	7.647332120085530e+01
9.511000e+08	  3	  3000	   828	1.608998211182553e-03	4.216965034285815e+02	7.652592307035241e+01
9.512000e+08	  3	  3000	  2574	1.346568970821413e-03	4.216965034285815e+02	7.657853619610304e+01
9.513000e+08	  3	  3000	   661	1.517979657758869e-03	4.216965034285815e+02	7.663112125340511e+01
9.514000e+08	  3	  3000	   449	1.508696912186347e-03	4.216965034285815e+02	7.668374518568815e+01
9.515000e+08	  3	  3000	  2064	1.451786897526651e-03	4.216965034285815e+02	7.673640527919449e+01
9.516000e+08	  3	  3000	  2834	1.363554912274252e-03	4.216965034285815e+02	7.678914588316465e+01
9.517000e+08	  3	  3000	  2771	1.273279042877647e-03	4.216965034285815e+02	7.684177406348854e+01
9.518000e+08	  3	  3000	  1157	1.068215311746602e-03	4.216965034285815e+02	7.689458946000731e+01
9.519000e+08	  3	  3000	  1734	1.315922662528728e-03	4.216965034285815e+02	7.694746785461507e+01
9.520000e+08	  3	  3000	   886	2.026001424639676e-03	4.216965034285815e+02	7.699995576138825e+01
9.521000e+08	  3	  3000	    27	1.669536246272009e-03	4.216965034285815e+02	7.705289918433253e+01
9.522000e+08	  3	  3000	  1269	1.640478257392835e-03	4.216965034285815e+02	7.710587458642593e+01
9.523000e+08	  3	  3000	  2079	9.499897217532823e-04	4.216965034285815e+02	7.715876015596974e+01
9.524000e+08	  3	  3000	  1463	1.808156454138117e-03	4.216965034285815e+02	7.721148086087440e+01
9.525000e+08	  3	  3000	  1857	1.376892132254295e-03	4.216965034285815e+02	7.726414668499552e+01
9.526000e+08	  3	  3000	    29	1.479908163944425e-03	4.216965034285815e+02	7.731692576918981e+01
9.527000e+08	  3	  3000	   147	2.085002701477073e-03	4.216965034285815e+02	7.736937374554645e+01
9.528000e+08	  3	  3000	  2162	9.768185403555350e-04	4.216965034285815e+02	7.742006993881012e+01
9.529000e+08	  3	  3000	  1371	1.350822258497869e-03	4.216965034285815e+02	7.747236502178652e+01
9.530000e+08	  3	  3000	   817	1.383405146172549e-03	4.216965034285815e+02	7.752487396133451e+01
9.531000e+08	  3	  3000	   473	1.556364532802427e-03	4.216965034285815e+02	7.757754045366292e+01
9.532000e+08	  3	  3000	   450	2.004590592938916e-03	4.216965034285815e+02	7.763031297614157e+01
9.533000e+08	  3	  3000	   277	2.616424057445965e-03	4.216965034285815e+02	7.768305935458123e+01
9.534000e+08	  3	  3000	  1102	1.463462090499571e-03	4.216965034285815e+02	7.773550611347657e+01
9.535000e+08	  3	  3000	  2835	2.025337923695827e-03	4.216965034285815e+02	7.778788367510622e+01
9.536000e+08	  3	  3000	   874	1.256506507605658e-03	4.216965034285815e+02	7.784063083719698e+01
9.537000e+08	  3	  3000	  2043	2.186937042567103e-03	4.216965034285815e+02	7.789330074502594e+01
9.538000e+08	  3	  3000	  1985	1.981129047731419e-03	4.216965034285815e+02	7.794543866265140e+01
9.539000e+08	  3	  3000	  2230	1.704598459305284e-03	4.216965034285815e+02	7.799819237538692e+01
9.540000e+08	  3	  3000	  2250	1.652895893781422e-03	4.216965034285815e+02	7.805095100635795e+01
9.541000e+08	  3	  3000	   438	1.124092837959029e-03	4.216965034285815e+02	7.810370490131636e+01
9.542000e+08	  3	  3000	  2778	1.140955663513965e-03	4.216965034285815e+02	7.815651434320240e+01
9.543000e+08	  3	  3000	  2324	1.878863044177710e-03	4.216965034285815e+02	7.820929062059416e+01
9.544000e+08	  3	  3000	   329	1.825843965132758e-03	4.216965034285815e+02	7.826203125976826e+01
9.545000e+08	  3	  3000	  2114	1.405091146920751e-03	4.216965034285815e+02	7.831485919090845e+01
9.546000e+08	  3	  3000	   934	1.710709103847853e-03	4.216965034285815e+02	7.836773551767229e+01
9.547000e+08	  3	  3000	  1925	1.438329280356732e-03	4.216965034285815e+02	7.842060786006353e+01
9.548000e+08	  3	  3000	  2752	2.092220528068301e-03	4.216965034285815e+02	7.847343088934586e+01
9.549000e+08	  3	  3000	  1282	1.030275149104362e-03	4.216965034285815e+02	7.852629003854427e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.550000e+08	  3	  3000	  1671	1.191597916876672e-03	4.216965034285815e+02	7.857907335450746e+01
9.551000e+08	  3	  3000	  2857	1.971454138662003e-03	4.216965034285815e+02	7.863116198723159e+01
9.552000e+08	  3	  3000	  1329	1.295164898895023e-03	4.216965034285815e+02	7.868358360243106e+01
9.553000e+08	  3	  3000	  2933	1.446129551837497e-03	4.216965034285815e+02	7.873635220055010e+01
9.554000e+08	  3	  3000	    44	1.894869244273422e-03	4.216965034285815e+02	7.878914857384937e+01
9.555000e+08	  3	  3000	   148	1.673025825262657e-03	4.216965034285815e+02	7.884195397313171e+01
9.556000e+08	  3	  3000	  2158	1.325106604240711e-03	4.216965034285815e+02	7.889470530688725e+01
9.557000e+08	  3	  3000	  2074	1.100602268683550e-03	4.216965034285815e+02	7.894741066152527e+01
9.558000e+08	  3	  3000	  2255	1.803266791655069e-03	4.216965034285815e+02	7.899978454461876e+01
9.559000e+08	  3	  3000	    14	1.083045665678173e-03	4.216965034285815e+02	7.905254824294046e+01
9.560000e+08	  3	  3000	  2995	1.568392608121700e-03	4.216965034285815e+02	7.910537270009692e+01
9.561000e+08	  3	  3000	   390	1.013324127003244e-03	4.216965034285815e+02	7.915824021198505e+01
9.562000e+08	  3	  3000	  1681	1.996054693112060e-03	4.216965034285815e+02	7.921093829641055e+01
9.563000e+08	  3	  3000	  1669	1.729241411118464e-03	4.216965034285815e+02	7.926274514980079e+01
9.564000e+08	  3	  3000	  2527	1.381567336807863e-03	4.216965034285815e+02	7.931544595922760e+01
9.565000e+08	  3	  3000	  1460	2.053397265216877e-03	4.216965034285815e+02	7.936804311901143e+01
9.566000e+08	  3	  3000	  1333	1.252685295976626e-03	4.216965034285815e+02	7.941951897001697e+01
9.567000e+08	  3	  3000	  1968	2.083308302208382e-03	4.216965034285815e+02	7.947205897932113e+01
9.568000e+08	  3	  3000	   311	1.579692381619966e-03	4.216965034285815e+02	7.952474051835561e+01
9.569000e+08	  3	  3000	  1565	1.591518597063973e-03	4.216965034285815e+02	7.957742663156506e+01
9.570000e+08	  3	  3000	  2969	1.494293939237478e-03	4.216965034285815e+02	7.962906897322706e+01
9.571000e+08	  3	  3000	   492	1.893930913561058e-03	4.216965034285815e+02	7.968182310433986e+01
9.572000e+08	  3	  3000	  1868	1.882344801860637e-03	4.216965034285815e+02	7.973473852423270e+01
9.573000e+08	  3	  3000	   699	1.752700742143902e-03	4.216965034285815e+02	7.978768433846010e+01
9.574000e+08	  3	  3000	  1873	1.171916641190263e-03	4.216965034285815e+02	7.984062903080776e+01
9.575000e+08	  3	  3000	  2808	1.376875596294862e-03	4.216965034285815e+02	7.989350595480077e+01
9.576000e+08	  3	  3000	  2216	1.538423677484729e-03	4.216965034285815e+02	7.994648659193339e+01
9.577000e+08	  3	  3000	  1242	1.410859248408401e-03	4.216965034285815e+02	7.999937160113508e+01
9.578000e+08	  3	  3000	  2875	1.492130618146461e-03	4.216965034285815e+02	8.005225983447366e+01
9.579000e+08	  3	  3000	  2843	1.054619926111587e-03	4.216965034285815e+02	8.010510360748009e+01
9.580000e+08	  3	  3000	  2712	1.635739631259417e-03	4.216965034285815e+02	8.015785849288233e+01
9.581000e+08	  3	  3000	  2249	2.022903844209625e-03	4.216965034285815e+02	8.021054368942124e+01
9.582000e+08	  3	  3000	  2605	1.243659465925990e-03	4.216965034285815e+02	8.026314208025458e+01
9.583000e+08	  3	  3000	   592	1.484068529742058e-03	4.216965034285815e+02	8.031577361355498e+01
9.584000e+08	  3	  3000	  1037	1.063203888558195e-03	4.216965034285815e+02	8.036835442542477e+01
9.585000e+08	  3	  3000	  1717	2.268773715444708e-03	4.216965034285815e+02	8.042097595845297e+01
9.586000e+08	  3	  3000	  1703	1.298005687412085e-03	4.216965034285815e+02	8.047353870510568e+01
9.587000e+08	  3	  3000	   371	1.274246514739791e-03	4.216965034285815e+02	8.052582742407563e+01
9.588000e+08	  3	  3000	  1825	1.429174246952146e-03	4.216965034285815e+02	8.057843401427535e+01
9.589000e+08	  3	  3000	  2379	1.880760023701304e-03	4.216965034285815e+02	8.063107667640161e+01
9.590000e+08	  3	  3000	  2098	1.682142315578580e-03	4.216965034285815e+02	8.068388779878929e+01
9.591000e+08	  3	  3000	  1379	1.385448573423776e-03	4.216965034285815e+02	8.073669474207114e+01
9.592000e+08	  3	  3000	  1302	1.884100711835323e-03	4.216965034285815e+02	8.078944814479448e+01
9.593000e+08	  3	  3000	  2240	1.969167606509440e-03	4.216965034285815e+02	8.084230822279258e+01
9.594000e+08	  3	  3000	  1809	2.240784009494267e-03	4.216965034285815e+02	8.089518317714449e+01
9.595000e+08	  3	  3000	   455	1.388848319878831e-03	4.216965034285815e+02	8.094738174191357e+01
9.596000e+08	  3	  3000	  2974	2.070521538254824e-03	4.216965034285815e+02	8.100020044154049e+01
9.597000e+08	  3	  3000	  2597	1.566305292816796e-03	4.216965034285815e+02	8.105302472570953e+01
9.598000e+08	  3	  3000	  2576	2.051775976439718e-03	4.216965034285815e+02	8.110584204613893e+01
9.599000e+08	  3	  3000	  2254	1.564281491242261e-03	4.216965034285815e+02	8.115869595779866e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.600000e+08	  3	  3000	  2463	1.674912370396820e-03	4.216965034285815e+02	8.121156363238612e+01
9.601000e+08	  3	  3000	  2974	1.975992211645018e-03	4.216965034285815e+02	8.126429106180655e+01
9.602000e+08	  3	  3000	  2880	1.329904528654304e-03	4.216965034285815e+02	8.131512625413622e+01
9.603000e+08	  3	  3000	  2490	1.733381901068755e-03	4.216965034285815e+02	8.136791999840418e+01
9.604000e+08	  3	  3000	   746	1.422345567463060e-03	4.216965034285815e+02	8.142068999371760e+01
9.605000e+08	  3	  3000	   761	1.812004402391904e-03	4.216965034285815e+02	8.147338488929698e+01
9.606000e+08	  3	  3000	  1856	1.421077986700720e-03	4.216965034285815e+02	8.152581039798478e+01
9.607000e+08	  3	  3000	  2397	1.362537521550633e-03	4.216965034285815e+02	8.157829057102622e+01
9.608000e+08	  3	  3000	  2848	2.375149137674099e-03	4.216965034285815e+02	8.163084188971030e+01
9.609000e+08	  3	  3000	   964	1.116143232045996e-03	4.216965034285815e+02	8.168336746880013e+01
9.610000e+08	  3	  3000	  2446	1.427246381781763e-03	4.216965034285815e+02	8.173570570522689e+01
9.611000e+08	  3	  3000	   539	1.555074616936895e-03	4.216965034285815e+02	8.178773184839773e+01
9.612000e+08	  3	  3000	   372	9.829979429308083e-04	4.216965034285815e+02	8.184035196108933e+01
9.613000e+08	  3	  3000	  1976	1.512129620381813e-03	4.216965034285815e+02	8.189308393506238e+01
9.614000e+08	  3	  3000	  2521	1.576354631780312e-03	4.216965034285815e+02	8.194590533445984e+01
9.615000e+08	  3	  3000	  2023	1.739437278416772e-03	4.216965034285815e+02	8.199874189096543e+01
9.616000e+08	  3	  3000	  2379	1.795326867910277e-03	4.216965034285815e+02	8.205135645511652e+01
9.617000e+08	  3	  3000	  1311	1.863747475704503e-03	4.216965034285815e+02	8.210423347815734e+01
9.618000e+08	  3	  3000	   172	1.700441350646810e-03	4.216965034285815e+02	8.215726443002254e+01
9.619000e+08	  3	  3000	   728	1.366682709019021e-03	4.216965034285815e+02	8.221008010207257e+01
9.620000e+08	  3	  3000	  1530	1.681937977919182e-03	4.216965034285815e+02	8.226298650759507e+01
9.621000e+08	  3	  3000	   671	1.908381601065982e-03	4.216965034285815e+02	8.231565758419565e+01
9.622000e+08	  3	  3000	   495	1.330827387233714e-03	4.216965034285815e+02	8.236792610120978e+01
9.623000e+08	  3	  3000	   196	1.826823211247061e-03	4.216965034285815e+02	8.242058300411688e+01
9.624000e+08	  3	  3000	  2514	1.457140788634223e-03	4.216965034285815e+02	8.247328122687939e+01
9.625000e+08	  3	  3000	  1427	1.367913344153635e-03	4.216965034285815e+02	8.252596656055655e+01
9.626000e+08	  3	  3000	  2324	2.081868821652911e-03	4.216965034285815e+02	8.257855406477636e+01
9.627000e+08	  3	  3000	  2695	1.548037966525559e-03	4.216965034285815e+02	8.263110734297975e+01
9.628000e+08	  3	  3000	   432	1.586034376793263e-03	4.216965034285815e+02	8.268372750515778e+01
9.629000e+08	  3	  3000	  1733	1.744167061165301e-03	4.216965034285815e+02	8.273637448827861e+01
9.630000e+08	  3	  3000	  2022	1.604403497834015e-03	4.216965034285815e+02	8.278905317741257e+01
9.631000e+08	  3	  3000	  1613	2.568695579417880e-03	4.216965034285815e+02	8.284167378732097e+01
9.632000e+08	  3	  3000	  2495	1.470076971204037e-03	4.216965034285815e+02	8.289430923814383e+01
9.633000e+08	  3	  3000	  2821	2.052951897112720e-03	4.216965034285815e+02	8.294704175840000e+01
9.634000e+08	  3	  3000	   968	1.472375493993917e-03	4.216965034285815e+02	8.299984049375401e+01
9.635000e+08	  3	  3000	  2035	1.811082146045058e-03	4.216965034285815e+02	8.305263386316399e+01
9.636000e+08	  3	  3000	  2117	1.348641307070005e-03	4.216965034285815e+02	8.310544040794433e+01
9.637000e+08	  3	  3000	   344	1.211559717879965e-03	4.216965034285815e+02	8.315823829583130e+01
9.638000e+08	  3	  3000	   935	1.311621644128079e-03	4.216965034285815e+02	8.321092996557901e+01
9.639000e+08	  3	  3000	  2098	1.595467906008100e-03	4.216965034285815e+02	8.326367053893945e+01
9.640000e+08	  3	  3000	  1934	1.375530891097523e-03	4.216965034285815e+02	8.331654942393197e+01
9.641000e+08	  3	  3000	   189	1.169508392510112e-03	4.216965034285815e+02	8.336946655178183e+01
9.642000e+08	  3	  3000	  2959	1.233909356014851e-03	4.216965034285815e+02	8.342237974025257e+01
9.643000e+08	  3	  3000	  2539	1.307075942210607e-03	4.216965034285815e+02	8.347524288814539e+01
9.644000e+08	  3	  3000	  2309	1.660863634211822e-03	4.216965034285815e+02	8.352814561378706e+01
9.645000e+08	  3	  3000	  2371	1.811430287359848e-03	4.216965034285815e+02	8.358107735618262e+01
9.646000e+08	  3	  3000	   955	1.453695260413975e-03	4.216965034285815e+02	8.363396447971833e+01
9.647000e+08	  3	  3000	    36	1.702092467936296e-03	4.216965034285815e+02	8.368675894794015e+01
9.648000e+08	  3	  3000	    68	1.639627085366084e-03	4.216965034285815e+02	8.373951017661275e+01
9.649000e+08	  3	  3000	  1569	1.108198798135349e-03	4.216965034285815e+02	8.379221270929597e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.650000e+08	  3	  3000	   845	1.897139705588035e-03	4.216965034285815e+02	8.384454566083448e+01
9.651000e+08	  3	  3000	  1651	1.409013467313611e-03	4.216965034285815e+02	8.389701475021057e+01
9.652000e+08	  3	  3000	  1128	1.243249719642857e-03	4.216965034285815e+02	8.394959401448271e+01
